content,date posted
"myviowner said:
			
		
	
	
		
		
			FYI



Tires at CarClick not that cheap..... Quoted 460/pcs



Two other WS quoted 425 and 390. Dunlop sport maxx 050+
		
		Click to expand...
	






Price includes new tyre valve, alignment, balancing , SST?",21-10-18
"funky05 said:
			
		
	
	
		
		
			Price includes new tyre valve, alignment, balancing , SST?
		
		Click to expand...
	


The two cheaper quotes comes with new valve and balancing and price is nett. No Alignment. Pretty standard. 



Carclick one, i did not ask further. I assumed pretty standard like the two cheaper quotes and without alignment though.",21-10-18
"myviowner said:
			
		
	
	
		
		
			The two cheaper quotes comes with new valve and balancing and price is nett. No Alignment. Pretty standard. 



Carclick one, i did not ask further. I assumed pretty standard like the two cheaper quotes and without alignment though.
		
		Click to expand...
	


I see.. is balancing and alignment necessary when changing new tyre? I usually do balancing and alignment when I do rotation every 10k



Can PM me the other 2 tyres ws ? I've gotta tyre change coming soon",21-10-18
"funky05 said:
			
		
	
	
		
		
			I see.. is balancing and alignment necessary when changing new tyre? I usually do balancing and alignment when I do rotation every 10k



Can PM me the other 2 tyres ws ? I've gotta tyre change coming soon
		
		Click to expand...
	


I do tire rotation,balancing and alignment every 10k too. Some prefer with longer interval. 



Find the two cheaper tire WS name below:-



1. Tyre offer & Sport Rim Service Center

 69, Jalan Badik 1, Taman Sri terbau

JB, 80500 JB.

Tel: +60149534621



2. BC Tyre & Sport RIM

35, Jalan Saleng 2, 81400 Saleng

Tel: +60187820199



2nd location is abit distance away from woodlands. The boss suggest go via Tuas nearer.",21-10-18
"myviowner said:
			
		
	
	
		
		
			I do tire rotation,balancing and alignment every 10k too. Some prefer with longer interval. 



Find the two cheaper tire WS name below:-



1. Tyre offer & Sport Rim Service Center

 69, Jalan Badik 1, Taman Sri terbau

JB, 80500 JB.

Tel: +60149534621



2. BC Tyre & Sport RIM

35, Jalan Saleng 2, 81400 Saleng

Tel: +60187820199



2nd location is abit distance away from woodlands. The boss suggest go via Tuas nearer.
		
		Click to expand...
	




Ok thanks bro.. usually I head  to hawk tayar southern city.. I'll do my groceries while they change my tyres",21-10-18
"funky05 said:
			
		
	
	
		
		
			Ok thanks bro.. usually I head  to hawk tayar southern city.. I'll do my groceries while they change my tyres
		
		Click to expand...
	




Continue what you usually do bro",21-10-18
"TheBaldMan said:
			
		
	
	
		
		
			If any wants a top notch local car groomer that comes to your cp,pm me.I gurantee you won't be disappointed.
		
		Click to expand...
	


Top notch spray painter you have?",21-10-18
"seanboi said:
			
		
	
	
		
		
			Top notch spray painter you have?
		
		Click to expand...
	


I have my workshop that i go to spray and repair when my bodykit cracks as always.At tamp.Quite reasonable.Quality is good to me.Topnotch means top dollars.That one i am sure alot of bros can recommend you a top workshop.Pm me bro if you want the contact.",22-10-18
"Hi guys, I've been on a bit of a hiatus. Suddenly I come back want to go jb no more reload for T&G at Woodlands?? So how to go in or have they already implemented the go in no toll coming out then got reverse system?",25-10-18
"2 weeks ago I still charbo and ladies running to the last counter with the card. 

Helping thier driver topup. 



Now realy no more ?",25-10-18
I saw news article from August that the reload lane close 13Aug but I guess they still have that one place in the middle to top up. I've heard they're going to reverse the toll payment direction so people no excuse for not having enough balance.,25-10-18
"HellHunter said:
			
		
	
	
		
		
			I saw news article from August that the reload lane close 13Aug but I guess they still have that one place in the middle to top up. I've heard they're going to reverse the toll payment direction so people no excuse for not having enough balance.
		
		Click to expand...
	


I saw like still can topup leh last week. But then hereon just topup at petrol kiosk can liao. Tuas no issue, along the way got topup machines.



Haven't implement reverse toll system.



Fyi only, go in via Woodlands at JB side after clearing passports, high humps are removed. Good news for lowered rides.",25-10-18
"BuGGi3 said:
			
		
	
	
		
		
			I saw like still can topup leh last week. But then hereon just topup at petrol kiosk can liao. Tuas no issue, along the way got topup machines.



Haven't implement reverse toll system.



Fyi only, go in via Woodlands at JB side after clearing passports, high humps are removed. Good news for lowered rides.
		
		Click to expand...
	


Yup, I just went in, the last lane tambah lane no more allow top up must go to the middle and walk to the counter, only got 1 lady to top up. 



Yah, I was very happy to see the big hump gone when going in. 



Side note, wah Ah Yuan new shop big ah.. Only a bit ulu industrial area.",25-10-18
"Yes hump removed, replaced by barrier arm








	
		
			
				BuGGi3 said:
			
		
	
	
		
		
			Fyi only, go in via Woodlands at JB side after clearing passports, high humps are removed. Good news for lowered rides.
		
		Click to expand...",25-10-18
"HellHunter said:
			
		
	
	
		
		
			Yup, I just went in, the last lane tambah lane no more allow top up must go to the middle and walk to the counter, only got 1 lady to top up. 



Yah, I was very happy to see the big hump gone when going in. 



Side note, wah Ah Yuan new shop big ah.. Only a bit ulu industrial area.
		
		Click to expand...
	


 Yeah. Actually I went to peek at the workshop next door. Like even bigger and it was flooded with cars last Sat.



Their signboard is up!",26-10-18
"BuGGi3 said:
			
		
	
	
		
		
			 Yeah. Actually I went to peek at the workshop next door. Like even bigger and it was flooded with cars last Sat.



Their signboard is up!
		
		Click to expand...
	


Yah that time was waiting my car at ah yuan place 

Went to peep beside the Castro ws 



Saw many cars also and got one sg car vios.",26-10-18
"BuGGi3 said:
			
		
	
	
		
		
			 Yeah. Actually I went to peek at the workshop next door. Like even bigger and it was flooded with cars last Sat.



Their signboard is up!
		
		Click to expand...
	


Eh, me too hahaha. TLN Motor World SDN BHD  Yesterday also the beside workshop full of cars and got 1 lorry also. That shop's been around since 2017 though, can see street view.",26-10-18
Does ahyuan do accessories like installing Diffuser etc?,27-10-18
"Leave No Men Behind said:
			
		
	
	
		
		
			Does ahyuan do accessories like installing Diffuser etc?
		
		Click to expand...
	


Can WhatsApp and ask him but imo best to do at accessories shop. Can check with Jackson at Sheng Auto.",27-10-18
"Hey guys, need some recommendations here. I have to replace my Kia Carens 2017 Rear bumper, any workshop in JB to recommend? Got tight budget, but I got time to spend to replace. Thanks in advance!",30-10-18
"tutuboi said:
			
		
	
	
		
		
			Hey guys, need some recommendations here. I have to replace my Kia Carens 2017 Rear bumper, any workshop in JB to recommend? Got tight budget, but I got time to spend to replace. Thanks in advance!
		
		Click to expand...
	


BTS spray paint



Sent from Xiaomi MI MAX 2 using GAGT",30-10-18
"Hi not sure if right place to post, but anyone can recommend a tire shop near bukit indah ? Intend to change BS RE003. 

By the way, should be safe and good quality right ? And approximate price for 16 inch ? Saw in another thread, price for 4 pieces , 15 inch I think RM800 plus",30-10-18
"1. Carclick

2. BC Tyres & Sport Rim",30-10-18
"mrtanbg said:
			
		
	
	
		
		
			Hi not sure if right place to post, but anyone can recommend a tire shop near bukit indah ? Intend to change BS RE003. 

By the way, should be safe and good quality right ? And approximate price for 16 inch ? Saw in another thread, price for 4 pieces , 15 inch I think RM800 plus
		
		Click to expand...
	


Just WhatsApp Ah Yuan @carclick



Sent from Xiaomi MI MAX 2 using GAGT",30-10-18
Thank you all.,30-10-18
"can try carousell for topping up and buying new touch and go 



https://sg.carousell.com/p/top-up-t...0-inside-can-meet-at-south-central-197218968/
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 30, 2018",30-10-18
"thanks, i will check it out with them.",30-10-18
"Just went to Fuji this afternoon, want to do basic air con servicing (remove old gas and pump in new one and oil) . Mr lim say rm$100 plus at first. Upon probing further he told me rm180$. I got shock. He say price include washing motor fan and air con filter . Told him I just change my air con filter myself. He said rm150$.. just wondering any other air con shop to recommend ?



Sent from Nokia 8210 using GAGT
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Oct 30, 2018",30-10-18
"No use for a Name said:
			
		
	
	
		
		
			Thatâ€™s true. 

So $1.4k just do it Le?
		
		Click to expand...
	


Hmmm I'm not 100% certain about this because normally people tow FROM JB back to SG. In that case from what I recall you have to engage a Malaysian tow truck to bring it to SG and they either hand over at Woodlands or at the causeway to the SG tow truck. 



If the repair price difference is significant and it's possible to tow a car from SG to JB, you can consider. 

WhatsApp Ah Yuan and any other mechanic in this list(if you want a comparison quote). If they quote you like RM2000 and the tow works out to say S$200/RM600, you'll still save over S$500. Of course you need to adjust to the actual numbers you get to see if it's worth it. 



Also, check local workshops for quotes. I don't use too many of those so can't advise too well but can try this one for a quote(I only went there once for servicing and the guy seemed good, no hardselling nonsense and knew his work)- 

SNL Future

25 Kaki Bukit Road 4,Synergy@KB #06-38, Singapore 417800

9023 4180 (Mr Su) 9787 3820 (Fan Long) 9237 3644 (Ronnie)



JB Trusted workshop list-

https://docs.google.com/document/u/2/d/15NoGP5I_sk1SQD-0QKdo2kz2oyY8Gen9O5uDB1HHtpw/edit



Oh ya, there's actually quite a bit of anecdotal evidence of products like head gasket stop leak working. You can ask Ah Yuan what he thinks about that. Should be able to get a bottle from those car shops selling oils, fluids all that. If can put in a bottle and it works as a stop gap till you get the car to JB, it'll save you a bit of cash. I've no personal experience with such products though.",04-11-18
"If you really want to hiong, then go in at like 2am when there's very little chance of jam and you can drive slowly, then spend $40-50 to sleep at a simple boutique hotel in Sutera area so that you can go to carclick easily. There's a few budget ones around that area as well. But I really do think this type better to do locally. Not worth risking the engine unless you can really appraise how not serious it is and whether it can safely last that 30km drive.",04-11-18
How much to spray paint whole car in jb? Any recommendation? Mpv,04-11-18
"Hellotherethere said:
			
		
	
	
		
		
			How much to spray paint whole car in jb? Any recommendation? Mpv
		
		Click to expand...
	


WhatsApp Mr Bon @ BTS spray paint



BTS Painting Workshop

46, Jalan Indah 16/11, Taman Bukit Indah, 81200 Johor Bahru, Johor, Malaysia

+60 12-980 6665

https://goo.gl/maps/jPdP28sY8iw



Sent from Xiaomi MI MAX 2 using GAGT",04-11-18
So many new posters asking for information when they don't even want to run a simple thread search... or refer to that wonderfully done spreadsheet.,04-11-18
Just wondering any good shops still open at midnight?,04-11-18
"liquidh said:
			
		
	
	
		
		
			Just wondering any good shops still open at midnight?
		
		Click to expand...
	


You mean good carrot workshops?



Good workshops don't need to open till so late.



Sent from Xiaomi MI MAX 2 using GAGT",04-11-18
Haha. Because sometimes I go in quite late... nvm. Thanks. Not a troll question.,04-11-18
"liquidh said:
			
		
	
	
		
		
			Haha. Because sometimes I go in quite late... nvm. Thanks. Not a troll question.
		
		Click to expand...
	
Go in so late for what huh??",04-11-18
